sentence,label
"No history of smoking, but suddenly there's this nagging cough. Feeling exhausted all the time. I'm a 37-year-old woman, living in a region with high levels of vehicular pollution.",0.0
"I'm a 50-year-old man, used to work in a factory. Constant cough, and I can't shake this feeling of breathlessness. Thought it was just part of getting older.",0.0
"I'm a 33-year-old woman, never smoked. Hoarseness is new, and there's this persistent chest pain that's bothering me.",0.0
"I'm a 42-year-old woman, never smoked. Always tired, and this persistent cough is taking a toll. Figured it was just stress until now.",0.0
"Unexpected weight loss and persistent cough. Former smoker, but this feels different.",0.0
"I'm a 36-year-old woman, never smoked. Found myself wheezing and coughing a lot lately, and there's this sharp pain in my chest that won't let up. Living in a city with constant air pollution.",0.0
Breathlessness out of nowhere. This constant fatigue is affecting my daily life. I'm a 56-year-old woman.,0.0
"Sudden weight loss, feeling exhausted. Never thought it could be related to this persistent cough. I'm a 41-year-old man.",0.0
"I'm a 29-year-old guy, occasional smoker. Been having trouble catching my breath, and this nagging cough is keeping me up at night. Living in a region with high pollen levels.",0.0
"Lingering chest pain and persistent cough. Ignored it for too long, can't ignore it now.",0.0
"I'm a 47-year-old woman, smoked socially. Out of breath doing everyday things, and this persistent cough is driving me nuts.",0.0
Former construction worker. Chest pain and breathlessness are my new normal. I'm a 48-year-old man.,0.0
"Family history of lung cancer. Figured I'd be an exception, but now there's this new cough and weight loss. I'm a 55-year-old woman, living near an industrial zone.",0.0
"I'm a 29-year-old guy, occasional smoker. Been having trouble catching my breath, and this nagging cough is keeping me up at night.",0.0
"I'm a 34-year-old woman, never thought much about my health. Hoarseness and unexpected weight loss are now on my radar.",0.0
"Non-smoker, but there's this constant fatigue and sudden weight loss. I'm a 34-year-old woman.",0.0
Persistent cough and chest pain. Losing appetite and feeling exhausted. Something's not right.,0.0
"I'm a 38-year-old woman, never thought much about my health. Losing weight without trying, and there's this chest pain that's worrying.",0.0
"I'm a 29-year-old woman, occasional smoker. Shortness of breath during simple tasks, and there's this chest pain that's concerning.",0.0
"Ex-smoker, occasional wheezing, and sudden weight loss. Didn't think it could be serious.",0.0
"Used to smoke, quit a few years ago. Chest pain is lingering, and I can't ignore it anymore. I'm a 34-year-old woman, living near a factory.",0.0
"Always tired, and this cough just won't go away. Used to work in a dusty environment. I'm a 38-year-old woman.",0.0
"I'm a 36-year-old man, worked in healthcare. Chest pain and unexpected weight loss are now my concerns.",0.0
"I'm a 49-year-old man, ex-smoker for 12 years. It all started with this persistent cough, and now I'm feeling unusually tired, no matter how much I rest.",0.0
Breathlessness during routine activities. Coughing up phlegm and feeling exhausted. Time for answers.,0.0
"I'm a 34-year-old man, smoked in my twenties. Feeling exhausted all the time, and this persistent cough is driving me up the wall.",0.0
"I'm a 55-year-old woman, never smoked. Started having these chest pains, and now I'm coughing up phlegm. Can't ignore it any longer.",0.0
"I'm a 45-year-old man, worked in construction. Shortness of breath is new, and there's this persistent headache that's bothering me.",0.0
"Occasional smoker. Shortness of breath and this nagging cough are making me rethink my choices. I'm a 33-year-old woman, living in a region with poor air quality.",0.0
"Always tired, and this cough just won't go away. Used to work in a dusty environment. I'm a 38-year-old man, now residing in an area with frequent wildfires.",0.0
"I'm a 36-year-old man, always considered myself healthy. Shortness of breath is new, and there's this persistent cough that won't go away.",0.0
"I'm a 30-year-old guy, smoker for half my life. Coughing, shortness of breath, and now I'm losing weight. Never thought it could be this.",0.0
"Family history of lung cancer. Figured I'd be an exception, but now there's this new cough and weight loss. I'm a 55-year-old woman.",0.0
"Always out of breath, especially during workouts. Thought I was just getting older, but this cough is persistent. I'm a 51-year-old woman, residing near a construction site.",0.0
"I'm a 41-year-old woman, always considered myself healthy. Nagging cough won't let up, and now I'm feeling weak and exhausted.",0.0
"Non-smoker, never expected this persistent cough and breathlessness. I'm a 42-year-old man, residing in a city with elevated air pollution levels.",0.0
"Ex-smoker, occasional wheezing, and constant cough. Didn't think it would lead to this.",0.0
"Lingering chest pain and persistent cough. Ignored it for too long, can't ignore it now.",0.0
"Always tired, and this cough just won't go away. Used to work in a dusty environment. I'm a 41-year-old man, now residing in an area with poor air quality.",0.0
"Former smoker for 20 years. Now, there's this persistent cough, and I'm feeling exhausted all the time. I'm a 45-year-old woman.",0.0
Breathlessness out of nowhere. Unexplained weight loss and persistent fatigue. Seeking answers.,0.0
"I'm a 31-year-old woman, just moved to a polluted city. Shortness of breath is new, and this persistent cough is bothering me.",0.0
"I'm a 44-year-old woman, smoked socially. This constant fatigue and the persistent cough are making me rethink my habits.",0.0
"Ex-smoker for years, and now there's this chronic cough. Didn't think I'd still be dealing with it. I'm a 45-year-old woman.",0.0
"Chronic cough and shortness of breath. Ignored it, but now it's impossible to dismiss.",0.0
"Always out of breath, especially during workouts. Thought I was just getting older, but this cough is persistent. I'm a 51-year-old woman.",0.0
Shortness of breath has become a constant. Never connected the dots until now. I'm a 44-year-old man.,0.0
Shortness of breath and nagging cough. Unexpected weight loss. Need to figure this out.,0.0
"Losing weight without trying, and there's this persistent cough that's irritating. Non-smoker. I'm a 47-year-old woman.",0.0
"Always thought I was healthy, but now there's this persistent cough and sudden weight loss. I'm a 31-year-old man, living in a region with frequent dust storms.",0.0
"I'm a 46-year-old guy, worked in a factory. Hoarseness is my new normal, and there's this persistent headache that won't quit.",0.0
"Always tired, and this cough just won't go away. Used to work in a dusty environment. I'm a 38-year-old woman, now residing in an area with frequent wildfires.",0.0
"I'm a 55-year-old woman, city dweller. Losing weight without trying, and there's this persistent chest pain that's worrying.",0.0
"Unexplained weight loss and breathlessness. Thought it was stress, but it's not letting up.",0.0
"I'm a 42-year-old guy, occasional smoker. Nagging cough won't let up, and now there's this bone pain that's concerning.",0.0
Unexpected weight loss and constant fatigue. Coughing up blood. Time to consult a doctor.,0.0
Unexpected weight loss and persistent fatigue. Coughing up phlegm with blood. Concerned about health.,0.0
"I'm a 41-year-old woman, smoked for a decade but quit. Breathlessness hit me out of nowhere, and I can't shake this feeling of constant fatigue.",0.0
"Always thought I was healthy, but now there's this persistent cough and sudden weight loss. I'm a 31-year-old woman, living in a region with frequent dust storms.",0.0
"Losing weight, feeling tired, and always out of breath. Used to smoke socially, now wondering if it caught up with me. I'm a 43-year-old man, residing in an industrial area.",0.0
